type	id	pedigree	trait1	trait2	trait3
training	L2685	f23_X_m15	0.259530723155832	-0.037032025994739	0.423617399517182
training	L2686	f24_X_m15	0.593802981146553	-0.195283827209245	-1.87359373352082
training	L2687	f25_X_m15	0.593802981146553	-0.403287030812274	-1.32429178241268
training	L2688	f28_X_m15	0.259530723155832	0.975991209873452	0.703999224848074
training	L2689	f29_X_m15	1.26234749712795	0.178044824651558	-0.300117291672859
training	L2690	f31_X_m15	0.928075239137233	-0.418106597481206	0.101973455793191
training	L2691	f32_X_m15	0.192676271557695	-0.324955035562279	-1.82960946148375
training	L2692	f33_X_m15	0.794366335940959	-0.401169949859581	0.154554002495498
training	L2693	f34_X_m15	0.928075239137233	0.299583845484978	-0.589740112268872
training	L2694	f35_X_m15	0.526948529548416	0.530345669329531	-0.687307829719233
training	L2695	f37_X_m15	0.460094077950279	-0.269910930792028	-2.273320505454
training	L2696	f193_X_m15	1.59661975511863	0.610794745532262	-1.47529967403189
training	L2697	f38_X_m15	0.861220787539096	-0.233920554596093	-0.378271755504267
training	L2698	f39_X_m15	0.393239626352106	-0.0341985326056091	-1.23259818598358
training	L2699	f40_X_m15	1.39605640032422	0.878605486049096	0.371968115903589
training	L2700	f41_X_m15	0.727511884342827	0.269944712147116	-0.0289764616071367
training	L2701	f42_X_m15	0.727511884342827	0.583484058386383	-1.09326690078468
training	L2702	f43_X_m15	0.0589673683614264	0.100578235930936	-1.86485418761119
training	L2703	f44_X_m15	0.794366335940959	-0.803415330873054	-0.346250632376288
training	L2704	f45_X_m15	0.861220787539096	-0.670039230852808	-1.69006326941818
training	L2705	f46_X_m15	1.06178414233351	-0.0687882402852935	0.502918033303915
training	L2706	f47_X_m15	0.99492969073537	0.368388976447815	-1.07070167978843
training	L2707	f48_X_m15	1.19549304552982	-0.339774602231211	-0.898632915239449
training	L2708	f49_X_m15	0.0589673683614264	-0.193696016494726	0.400980542898765
training	L2709	f50_X_m15	0.727511884342827	0.155622340701186	-0.537875921788667
training	L2710	f51_X_m15	1.32920194872609	0.604443502674143	-1.32386196867946
training	L2711	f52_X_m15	1.19549304552982	0.314403412153864	-0.375477966238075
training	L2712	f53_X_m15	1.32920194872609	0.977049750349797	-0.930009317767544
training	L2713	f54_X_m15	-0.0747415348348475	-0.739902902291991	-2.07739707870895
training	L2714	f55_X_m15	0.393239626352106	0.225486012140366	0.133851307676779
training	L2715	f56_X_m15	0.727511884342827	0.333457140728225	0.475195047508555
training	L2716	f57_X_m15	0.460094077950279	-0.581121830839313	-1.19599238303416
training	L2717	f58_X_m15	0.99492969073537	0.240305578809298	0.244456708369388
training	L2718	f59_X_m15	0.460094077950279	0.10534166807449	1.13775291733105
training	L2719	f60_X_m15	0.928075239137233	0.382150002640353	-0.0172282195646549
training	L2720	f61_X_m15	0.99492969073537	0.110018107581936	-0.203982286666753
training	L2721	f62_X_m15	1.46291085192236	0.248792610403929	-1.7948661847118
training	L2722	f63_X_m15	0.727511884342827	0.444709555564391	0.565885745226717
training	L2723	f64_X_m15	0.794366335940959	-0.88492294755213	-0.688382364052389
training	L2724	f194_X_m15	-0.208450438031121	-0.0486759712345869	0.096242606016366
training	L2725	f66_X_m15	0.259530723155832	-0.170408126014984	-1.0661886355892
training	L2726	f67_X_m15	0.393239626352106	-0.164056883156911	-1.08373936303073
training	L2727	f68_X_m15	1.19549304552982	0.406496433596443	0.199111359510281
training	L2728	f195_X_m15	0.66065743274469	-1.46394458811625	-1.95776558961788
training	L2729	f69_X_m15	0.794366335940959	0.42872578359984	-1.13245158613369
training	L2730	f70_X_m15	1.26234749712795	0.742053764599815	-0.217951232997713
training	L2731	f196_X_m15	0.526948529548416	-0.644634259420376	-0.0918725379077177
training	L2732	f71_X_m15	0.192676271557695	0.35886211216066	0.877357430596824
training	L2733	f197_X_m15	1.12863859393164	-0.168291045062291	0.0780471579749576
training	L2734	f72_X_m15	0.460094077950279	-0.0179782974204263	0.172176365559244
training	L2735	f73_X_m15	0.861220787539096	-0.587473073697387	-0.634154198039214
training	L2736	f74_X_m15	0.99492969073537	1.22615960876493	-0.384145876525483
training	L2737	f75_X_m15	0.326385174753969	0.106929478789055	0.891756190661109
training	L2738	f76_X_m15	1.19549304552982	0.539946959461821	-0.172677519760878
training	L2739	f201_X_m15	0.526948529548416	0.261476388336304	-0.395750847323573
training	L2740	f77_X_m15	0.326385174753969	-0.231803473643354	-0.373257261949545
training	L2741	f78_X_m15	-0.342159341227432	-0.0423247283765134	0.0250367975393779
training	L2742	f79_X_m15	1.32920194872609	-0.0539686736163614	-0.0653673576899036
training	L2743	f80_X_m15	0.326385174753969	-0.111748990064933	-0.915682193325481
training	L2744	f81_X_m15	0.593802981146553	0.424491621694411	-1.09505779133994
training	L2745	f82_X_m15	0.928075239137233	0.210666445471483	-1.04792155192557
training	L2746	f83_X_m15	0.593802981146553	0.176793150228238	-0.671762899699627
training	L2747	f85_X_m15	0.66065743274469	-0.460448216535263	-0.450480462692189
training	L2748	f86_X_m15	0.861220787539096	0.972596880024506	-0.762238690551128
training	L2749	f87_X_m15	1.59661975511863	1.07443547417411	-0.178909818893145
training	L2750	f88_X_m15	1.26234749712795	0.714095355160024	0.662164021477263
training	L2751	f89_X_m15	0.259530723155832	-0.665805068947379	-1.27959115415351
training	L2752	f90_X_m15	0.727511884342827	0.102166046645452	0.184354421334997
training	L2753	f91_X_m15	0.794366335940959	-0.51284597011465	-1.53790920784364
training	L2754	f92_X_m15	0.526948529548416	-1.19295822617033	-0.987317815535742
training	L2755	f93_X_m15	0.259530723155832	0.88552268217543	-1.23331454220569
training	L2756	f94_X_m15	-0.00788708323671059	-1.05958212615009	-0.884090883930775
training	L2757	f95_X_m15	0.460094077950279	-1.03206007376496	-2.82520133896166
training	L2758	f96_X_m15	0.593802981146553	-0.525019185592669	0.0284753074055026
training	L2759	f98_X_m15	0.460094077950279	-0.037032025994739	-0.882586535864348
training	L2760	f99_X_m15	0.928075239137233	-0.267793849839338	-1.17772529937053
training	L2761	f100_X_m15	1.06178414233351	-0.0343856748038748	-0.686448202252691
training	L2762	f101_X_m15	0.66065743274469	-0.00315873075149421	-0.376480864949009
training	L2763	f102_X_m15	0.259530723155832	-0.151354397440669	0.242092732836417
training	L2764	f103_X_m15	0.99492969073537	-0.324955035562279	-0.743756700020888
training	L2765	f104_X_m15	0.259530723155832	-0.528194807021753	-1.28589508890799
training	L2766	f105_X_m15	-0.0747415348348475	-0.00950997360961378	-0.810664371165257
training	L2767	f106_X_m15	0.125821819959563	0.297771846694044	-1.6187141896968
training	L2768	f107_X_m15	0.99492969073537	0.250890983572801	0.600557386376497
training	L2769	f110_X_m15	0.593802981146553	0.570570207430895	-0.0947379627961302
training	L2770	f111_X_m15	0.460094077950279	0.559455532429221	-0.213653095665146
training	L2771	f112_X_m15	0.66065743274469	-0.729317497528488	-0.740246554532593
training	L2772	f113_X_m15	0.99492969073537	0.549399397903892	0.474335420042011
training	L2773	f114_X_m15	0.928075239137233	0.945386193196648	-0.595041148312424
training	L2774	f115_X_m15	0.727511884342827	-0.109012778386612	-0.16400960947342
training	L2775	f116_X_m15	0.928075239137233	0.42025745978903	-0.604067236710935
training	L2776	f117_X_m15	0.192676271557695	-0.0222124593258069	-1.63862889267125
training	L2777	f118_X_m15	0.460094077950279	0.337691302633606	-0.3884440138581
training	L2778	f119_X_m15	1.12863859393164	0.0603536978295687	-0.105196763638795
training	L2779	f120_X_m15	0.526948529548416	-0.545131454643329	-0.921198136235696
training	L2780	f121_X_m15	1.32920194872609	-0.363062492710956	-0.967331476939075
training	L2781	f122_X_m15	0.861220787539096	0.676424255066016	-0.291377745763231
training	L2782	f123_X_m15	0.66065743274469	0.82038575984981	0.14574282096365
training	L2783	f124_X_m15	0.727511884342827	-0.11483475100656	-0.727280506912567
training	L2784	f125_X_m15	0.259530723155832	-0.168291045062291	-1.47243424914348
training	L2785	f126_X_m15	0.99492969073537	0.955878940822746	0.397542033032639
training	L2786	f127_X_m15	0.526948529548416	-0.557833940359568	-0.783555532694377
training	L2787	f128_X_m15	1.46291085192236	0.661604688397083	0.40699793516442
training	L2788	f129_X_m15	0.727511884342827	0.0772903454511911	0.11357842659128
training	L2789	f130_X_m15	0.259530723155832	0.176793150228238	-0.590075340441243
training	L2790	f131_X_m15	1.46291085192236	0.8225028408025	-0.600198913111587
training	L2791	f132_X_m15	0.593802981146553	-0.938908511846035	-1.43489718310529
training	L2792	f133_X_m15	0.861220787539096	0.0571780764005333	-1.28489219019706
training	L2793	f134_X_m15	0.861220787539096	0.36097919311335	-0.139008777322031
training	L2794	f135_X_m15	-0.00788708323671059	-0.0179782974204263	-0.21952721668636
training	L2795	f136_X_m15	0.66065743274469	-0.129477893909883	-0.636947987305456
training	L2796	f137_X_m15	0.259530723155832	-1.00877218328522	-1.95246455357433
training	L2797	f138_X_m15	0.727511884342827	0.12033765850898	0.196604112732919
training	L2798	f139_X_m15	0.66065743274469	-0.403287030812274	-0.550483791297693
training	L2799	f140_X_m15	0.593802981146553	0.48376988837009	-1.2423406306042
training	L2800	f141_X_m15	1.06178414233351	0.024363321633631	-0.0652240864455127
training	L2801	f142_X_m15	0.861220787539096	-0.0306807831366194	-1.17400024701562
training	L2802	f143_X_m15	0.99492969073537	0.00530959305931834	-0.854732183730507
training	L2803	f198_X_m15	-0.208450438031121	-1.18025574045414	-1.85367903054637
training	L2804	f144_X_m15	1.19549304552982	1.09232390206699	-1.37049675873833
training	L2805	f145_X_m15	-0.275304889629258	-0.894449811839288	-1.32844664850091
training	L2806	f146_X_m15	0.66065743274469	-0.0179782974204263	-0.673840332743716
training	L2807	f147_X_m15	0.259530723155832	-0.165644693871427	-0.51301836088172
training	L2808	f148_X_m15	-0.141595986432984	-0.0455003498055515	-0.420106958875029
training	L2809	f149_X_m15	0.526948529548416	0.716816423842776	-1.18725283712453
training	L2810	f150_X_m15	0.794366335940959	-0.652044042754841	-1.58604834596894
training	L2811	f151_X_m15	-0.00788708323671059	-0.387937461367569	-1.48117379505311
training	L2812	f152_X_m15	0.326385174753969	-0.136534830771786	-1.23302799971685
training	L2813	f153_X_m15	0.593802981146553	0.00530959305931834	-0.775061466926764
training	L2814	f154_X_m15	0.393239626352106	0.0333609156826147	-0.216088706820285
training	L2815	f155_X_m15	-0.208450438031121	-0.711744634618871	-1.16991701654961
training	L2816	f156_X_m15	0.593802981146553	-0.159367692013697	-1.03803583606057
training	L2817	f157_X_m15	-0.00788708323671059	-0.102225249675231	-1.7368771485326
training	L2818	f158_X_m15	0.794366335940959	-0.347121431125805	0.112145714147074
training	L2819	f159_X_m15	1.19549304552982	0.528228588376841	-0.78093558794803
training	L2820	f160_X_m15	1.06178414233351	-0.551201582334572	-0.403057680788995
training	L2821	f161_X_m15	0.460094077950279	-0.421282218910241	-1.61713820600816
training	L2822	f162_X_m15	0.99492969073537	-0.280496335555531	0.528491950432965
training	L2823	f163_X_m15	0.259530723155832	-0.809766573731173	-0.992332309090464
training	L2824	f164_X_m15	0.794366335940959	0.396969569309286	-0.428631597918044
training	L2825	f165_X_m15	0.526948529548416	0.690966271356368	-1.36025286476223
training	L2826	f166_X_m15	0.861220787539096	0.238188497856608	-0.0415126954938906
training	L2827	f167_X_m15	0.192676271557695	-0.0264466212312362	-1.48883880662963
training	L2828	f168_X_m15	0.727511884342827	0.0794074264038814	0.152404933829189
training	L2829	f169_X_m15	0.192676271557695	-0.583238911792003	-1.08689133040797
training	L2830	f170_X_m15	0.460094077950279	-0.448804271295367	-0.556930997296619
training	L2831	f171_X_m15	1.79718310991304	-0.191049665303862	-0.741392724487968
training	L2832	f172_X_m15	0.861220787539096	-0.283671956984567	-0.964322780806222
training	L2833	f173_X_m15	1.06178414233351	0.121582649483764	-1.22120812205215
training	L2834	f174_X_m15	1.66347420671677	-1.12415309520749	-0.754000593996993
training	L2835	f175_X_m15	1.26234749712795	0.640433878870078	0.969051027025972
training	L2836	f176_X_m15	0.259530723155832	-1.02253320947781	-1.58189347988071
training	L2837	f177_X_m15	0.326385174753969	-0.308018387940657	-2.04910100793593
training	L2838	f178_X_m15	1.73032865831491	0.90612753843427	0.215659188240872
training	L2839	f179_X_m15	0.794366335940959	0.0328316454444435	-0.251763246680949
training	L2840	f180_X_m15	0.928075239137233	0.445662431221465	-0.657793953368616
training	L2841	f181_X_m15	1.06178414233351	0.496472374086283	0.390378470811608
training	L2842	f182_X_m15	0.99492969073537	-1.03206007376496	-1.68590840333
training	L2843	f183_X_m15	1.06178414233351	-0.459389676058916	-1.37078330122716
training	L2844	f184_X_m15	0.928075239137233	-0.448804271295367	0.237364781770577
training	L2845	f185_X_m15	0.66065743274469	-0.594530010559237	-1.54621894002
training	L2846	f186_X_m15	0.928075239137233	-0.708146688001436	-0.671189814721914
training	L2847	f187_X_m15	0.66065743274469	-0.501731295112927	-0.421754578185895
training	L2848	f188_X_m15	1.12863859393164	-0.515492321305514	-0.107560739171766
training	L2849	f189_X_m15	0.526948529548416	-0.299550064129844	-1.43905204919352
training	L2850	f190_X_m15	0.593802981146553	0.612911826484953	1.0091669754637
training	L2851	f191_X_m15	0.727511884342827	-0.36800234862007	-1.40352078057724
training	L2852	f199_X_m15	0.469740450767804	-2.00959050554554	-2.3897127351737
training	L2853	f1_X_m16	0.0589673683614264	-1.42828958889454	0.838745830225529
training	L2854	f2_X_m16	0.393239626352106	-1.03414156648088	0.723842292200302
training	L2855	f3_X_m16	-0.0747415348348475	-0.783215096245317	1.38109912597924
training	L2856	f192_X_m16	0.393239626352106	-0.764734896215763	1.34520967925192
training	L2857	f4_X_m16	-0.542722696021837	-0.723154445499597	1.05651812174467
training	L2858	f5_X_m16	-0.00788708323671059	-1.42372005001493	0.0263978743614137
training	L2859	f6_X_m16	-0.208450438031121	-0.111575316216037	2.86409977697565
training	L2860	f7_X_m16	0.460094077950279	-0.858290910327147	2.17711415997948
training	L2861	f8_X_m16	0.393239626352106	-0.563762717754322	0.373185921481184
training	L2862	f9_X_m16	0.326385174753969	-0.426574921292016	0.729931320088176
training	L2863	f10_X_m16	0.259530723155832	-0.115040353775704	1.25401753217831
training	L2864	f11_X_m16	-0.275304889629258	0.214138214393945	1.38697324700051
training	L2865	f12_X_m16	0.0589673683614264	-0.361058020513026	1.58533228490065
training	L2866	f13_X_m16	0.192676271557695	-0.825373053510175	2.45964505397663
training	L2867	f14_X_m16	0.794366335940959	0.0564790054284811	0.1621473784498
training	L2868	f15_X_m16	-0.00788708323671059	-0.858290910327147	1.29277240379405
training	L2869	f16_X_m16	0.66065743274469	-0.477384864156886	0.367455071704359
training	L2870	f17_X_m16	0.0589673683614264	-0.11619536600687	2.38629017683338
training	L2871	f18_X_m16	0.326385174753969	-1.62637423634501	1.1591003327497
training	L2872	f19_X_m16	-0.342159341227432	-0.485799372661521	2.58113906924523
training	L2873	f20_X_m16	0.125821819959563	-0.449416478284834	0.864463018599019
training	L2874	f21_X_m16	-0.0747415348348475	-0.0769249406192088	0.779861348768732
training	L2875	f22_X_m16	0.393239626352106	-1.25157267335083	1.09863986760426
training	L2876	f23_X_m16	-0.141595986432984	-1.02807775075147	-0.0427305010714855
training	L2877	f24_X_m16	-0.609577147619974	-0.414766102688055	1.17135002414768
training	L2878	f25_X_m16	0.125821819959563	-1.13202887754186	1.22120841720601
training	L2879	f26_X_m16	0.794366335940959	-0.331306278420401	-0.0819151864204944
training	L2880	f27_X_m16	-0.676431599218111	0.128378534791828	0.95959512489419
training	L2881	f28_X_m16	-0.342159341227432	-0.335070238815392	1.13796782419771
training	L2882	f29_X_m16	0.125821819959563	-1.05060049488939	1.49356705284933
training	L2883	f30_X_m16	0.326385174753969	0.14291985498499	1.35816349282591
training	L2884	f31_X_m16	0.326385174753969	-0.818442978390792	1.31447799732376
training	L2885	f32_X_m16	-0.141595986432984	-1.01421760051275	1.13266678815416
training	L2886	f33_X_m16	0.0589673683614264	-0.696589157253319	1.4218597950169
training	L2887	f34_X_m16	-0.00788708323671059	0.0575309228731445	1.87388057116351
training	L2888	f35_X_m16	0.259530723155832	0.079001749566396	0.878360329307811
training	L2889	f36_X_m16	-0.208450438031121	-1.04829046956084	1.03911066554759
training	L2890	f37_X_m16	-0.609577147619974	-0.958776999557865	0.358715525794681
training	L2891	f38_X_m16	-0.00788708323671059	-0.868686023006151	1.21461793996264
training	L2892	f39_X_m16	-0.275304889629258	-1.37804654427918	0.188795829912005
training	L2893	f40_X_m16	0.593802981146553	-0.36972061441222	1.52171985237796
training	L2894	f41_X_m16	0.526948529548416	-0.219100987927161	-0.0721727417998825
training	L2895	f42_X_m16	0.125821819959563	0.208940658054419	1.47522833356353
training	L2896	f43_X_m16	-0.0747415348348475	-1.00295622844377	1.13753801046444
training	L2897	f44_X_m16	0.192676271557695	-1.67777229319153	0.922344601344879
training	L2898	f45_X_m16	-0.275304889629258	-1.42135951377516	-0.0881474855527611
training	L2899	f47_X_m16	-0.00788708323671059	-1.01075256295308	1.36992396891448
training	L2900	f48_X_m16	0.192676271557695	-0.646923619186653	0.694973136449565
training	L2901	f49_X_m16	0.125821819959563	-0.80285030937226	1.43009789157109
training	L2902	f50_X_m16	-0.208450438031121	-0.862693597548733	0.0164297719055016
training	L2903	f51_X_m16	0.928075239137233	-0.625580530846061	1.53461426437582
training	L2904	f52_X_m16	0.125821819959563	-0.355860464173499	1.14111979157496
training	L2905	f53_X_m16	0.326385174753969	-0.548170048735745	1.32952147798787
training	L2906	f55_X_m16	-0.0747415348348475	-0.216510134352167	2.72054199006635
training	L2907	f56_X_m16	0.861220787539096	-0.405237249398931	2.2523315633002
training	L2908	f57_X_m16	-0.275304889629258	-1.6327268049157	0.00139704221002488
training	L2909	f58_X_m16	-0.00788708323671059	-0.479501945109576	2.67885005793998
training	L2910	f59_X_m16	-0.141595986432984	-0.366255576852503	1.44127304863586
training	L2911	f60_X_m16	0.259530723155832	0.238188497856608	1.11468624697936
training	L2912	f61_X_m16	-0.409013792825563	-0.361924279902906	1.32164155954479
training	L2913	f62_X_m16	0.593802981146553	-0.663671300436348	1.21741172922889
training	L2914	f63_X_m16	0.393239626352106	-0.329189197467708	0.944265101741195
training	L2915	f64_X_m16	-0.409013792825563	-2.21485311494196	0.116014037746422
training	L2916	f65_X_m16	0.526948529548416	-0.46212161629244	1.48038609836264
training	L2917	f66_X_m16	0.326385174753969	-0.283094675420222	1.35380595391716
training	L2918	f67_X_m16	-0.00788708323671059	-1.1112386521838	1.40402252508654
training	L2919	f68_X_m16	0.99492969073537	-0.44075388438564	1.64500475820177
training	L2920	f69_X_m16	0.192676271557695	-0.623463449893322	0.201117156932149
training	L2921	f71_X_m16	0.393239626352106	-0.451726503613387	1.17786886576883
training	L2922	f72_X_m16	0.125821819959563	-0.205131330327372	1.40201672766467
training	L2923	f73_X_m16	0.192676271557695	-1.20609405538003	1.26476287550981
training	L2924	f74_X_m16	0.259530723155832	-0.22915712245249	0.828358665005033
training	L2925	f75_X_m16	-0.542722696021837	-0.785958251268787	2.04204040297718
training	L2926	f76_X_m16	0.125821819959563	-0.801117790592401	1.10788086286938
training	L2927	f77_X_m16	0.460094077950279	-0.811512903271455	1.41355006284049
training	L2928	f78_X_m16	-0.676431599218111	-0.664248806985044	1.22206804467251
training	L2929	f79_X_m16	0.393239626352106	-0.559431420804725	1.29040842826108
training	L2930	f80_X_m16	-0.743286050816248	-0.50485707923972	-0.235215417950408
training	L2931	f81_X_m16	-0.208450438031121	-0.293198821271773	1.37522500495803
training	L2932	f82_X_m16	-0.4758682444237	-1.09824476133501	0.993120596088597
training	L2933	f83_X_m16	-0.275304889629258	-0.702797349836456	0.321966451600863
training	L2934	f84_X_m16	0.593802981146553	0.274178874052546	1.39728877659878
training	L2935	f85_X_m16	0.526948529548416	-1.47203568808548	0.429563156160618
training	L2936	f86_X_m16	-0.342159341227432	-0.0838550157385923	0.766393851793164
training	L2937	f87_X_m16	0.393239626352106	0.790746626511946	2.09258412577136
training	L2938	f88_X_m16	0.460094077950279	-0.00762418942560184	2.12295762958852
training	L2939	f89_X_m16	-0.876994954012556	-2.37597736146709	-0.146745424520775
training	L2940	f90_X_m16	0.259530723155832	-1.74057609896072	1.00601500808645
training	L2941	f91_X_m16	-0.542722696021837	-1.93072003504819	-0.30276780969466
training	L2942	f92_X_m16	-0.141595986432984	-1.54090330958413	0.776995923880322
training	L2943	f93_X_m16	-0.141595986432984	-0.475404259982468	0.239943664170108
training	L2944	f94_X_m16	-0.542722696021837	-0.936254255419948	0.591889476089041
training	L2945	f95_X_m16	-0.342159341227432	-2.2044580022629	0.0503958078018176
training	L2946	f96_X_m16	-0.409013792825563	-1.08005331414669	1.87653108918531
training	L2947	f97_X_m16	-0.141595986432984	-0.764734896215763	2.28120071905094
training	L2948	f98_X_m16	0.192676271557695	-1.06099560756844	-0.18270650687032
training	L2949	f99_X_m16	0.460094077950279	-1.00877218328522	0.512087392946815
training	L2950	f100_X_m16	0.125821819959563	-0.217258961786282	0.932516859698715
training	L2951	f101_X_m16	-0.208450438031121	-1.50192163703775	1.77559649749104
training	L2952	f102_X_m16	0.0589673683614264	-0.934954866335054	0.698698188804524
training	L2953	f103_X_m16	0.259530723155832	-0.979133049947354	0.76295534192709
training	L2954	f104_X_m16	-0.342159341227432	-0.939719292979618	0.601631920709651
training	L2955	f105_X_m16	-0.342159341227432	-1.1684117719185	1.08796615989494
training	L2956	f106_X_m16	0.526948529548416	-0.873883579345678	1.98484414996717
training	L2957	f107_X_m16	0.460094077950279	-0.806315346931928	0.510296502391557
training	L2958	f108_X_m16	0.125821819959563	-1.00468874722363	1.07851025776321
training	L2959	f109_X_m16	1.26234749712795	-0.178876449825794	0.555140401895171
training	L2960	f110_X_m16	-0.0747415348348475	0.00623596081312172	0.980369455335181
training	L2961	f111_X_m16	-0.275304889629258	-0.30388490077828	1.54664904890713
training	L2962	f112_X_m16	0.192676271557695	-1.672574736852	-0.00906311616161784
training	L2963	f113_X_m16	0.192676271557695	-0.503124560459909	3.13681659073007
training	L2964	f115_X_m16	0.259530723155832	-1.21518977897419	2.14724210551781
training	L2965	f116_X_m16	0.460094077950279	-0.620935837489019	1.36125605862702
training	L2966	f117_X_m16	-0.409013792825563	-0.407402897873754	0.636876646837044
training	L2967	f118_X_m16	-0.409013792825563	-0.246711781043537	1.33826102389755
training	L2968	f119_X_m16	-0.208450438031121	-0.536042417276881	1.71477785423455
training	L2969	f120_X_m16	-0.0747415348348475	-1.18920199727661	1.16404319068225
training	L2970	f121_X_m16	0.0589673683614264	-1.37977906305904	0.338657551575845
training	L2971	f122_X_m16	0.393239626352106	-0.0243295402785459	0.698268375071249
training	L2972	f123_X_m16	0.593802981146553	-0.407521192717703	-0.622477591618953
training	L2973	f124_X_m16	-0.208450438031121	-1.6812373307512	-0.0961706752403364
training	L2974	f125_X_m16	-0.609577147619974	-1.60154146687854	-0.459649822335088
training	L2975	f126_X_m16	-0.00788708323671059	-0.130633022794284	1.05959845349969
training	L2976	f127_X_m16	-0.208450438031121	-1.32087342454444	0.332425252443528
training	L2977	f128_X_m16	0.460094077950279	0.357359766571947	2.18055266984555
training	L2978	f129_X_m16	-0.00788708323671059	-1.07832079536683	1.66799979293129
training	L2979	f130_X_m16	-0.542722696021837	-0.979567224915924	0.586230261934436
training	L2980	f131_X_m16	0.326385174754005	-0.298844370126113	1.52580308284397
training	L2981	f132_X_m16	-0.00788708323671059	-1.4373853124887	0.447257154846535
training	L2982	f133_X_m16	0.0589673683614264	-0.0645540783798642	1.55904201154949
training	L2983	f134_X_m16	-0.00788708323671059	-0.158353323271729	1.15293966923966
training	L2984	f135_X_m16	0.460094077950279	-0.750874745977042	1.14928625250692
training	L2985	f136_X_m16	0.326385174753969	-1.20003023965058	0.480209541063277
training	L2986	f137_X_m16	-0.609577147619974	-2.54922923945113	-1.50667607655999
training	L2987	f138_X_m16	-0.00788708323671059	-0.36972061441222	1.16132103703823
training	L2988	f139_X_m16	-0.208450438031121	-1.00728752539337	1.72853189369895
training	L2989	f140_X_m16	-0.676431599218111	-1.50452041520749	-0.153192630519703
training	L2990	f141_X_m16	0.192676271557695	-0.919854783271723	1.15422911043942
training	L2991	f142_X_m16	0.0589673683614264	-0.170480954730593	1.9915062628327
training	L2992	f143_X_m16	0.192676271557695	-0.830937383258179	1.16411482630442
training	L2993	f144_X_m16	0.526948529548416	-0.768199933775433	0.940898227497341
training	L2994	f145_X_m16	-0.743286050816248	-0.959210129252829	0.0269709593390759
training	L2995	f146_X_m16	-0.208450438031121	-1.50625293398735	0.866826994131939
training	L2996	f147_X_m16	-0.409013792825563	-1.1548507690217	0.768901098570527
training	L2997	f148_X_m16	-0.609577147619974	-0.839233203748896	0.454420717067566
training	L2998	f149_X_m16	-0.00788708323671059	-0.792455196693207	2.18979366511067
training	L2999	f150_X_m16	-0.141595986432984	-2.1264946571701	-0.403774037011098
training	L3000	f151_X_m16	-0.743286050816248	-0.232851630804816	-0.167806297450546
training	L3001	f152_X_m16	0.0589673683614264	-0.771664971335149	1.31827468530088
training	L3002	f153_X_m16	0.460094077950279	-0.0476174307582418	1.29714217674884
training	L3003	f154_X_m16	-0.208450438031121	-0.37145313319203	1.13352641562065
training	L3004	f155_X_m16	-0.876994954012519	-1.72281778146736	0.0561266575786426
training	L3005	f156_X_m16	-0.00788708323671059	-0.411755354623084	0.4370848964927
training	L3006	f157_X_m16	-0.743286050816248	-0.52795732992638	-0.930009317767544
training	L3007	f158_X_m16	0.393239626352106	-1.38137843096087	0.698626553182302
training	L3008	f159_X_m16	0.526948529548416	-0.428692002244706	1.38919395128904
training	L3009	f160_X_m16	0.192676271557695	-0.267502006401644	1.23209703178195
training	L3010	f161_X_m16	-0.409013792825563	-0.267502006401644	-0.254771942813803
training	L3011	f162_X_m16	0.0589673683614264	-0.601878130910771	1.49127471293863
training	L3012	f163_X_m16	-0.676431599218111	-0.70756177648102	0.862027407443878
training	L3013	f164_X_m16	0.326385174753969	-0.552501345685342	2.07653774639626
training	L3014	f165_X_m16	0.326385174753969	-0.308018387940657	1.35079725778435
training	L3015	f166_X_m16	-0.141595986432984	-0.45288151584455	1.66162422255458
training	L3016	f167_X_m16	-0.00788708323671059	-0.113246940292041	1.2786601862186
training	L3017	f168_X_m16	0.326385174753969	-0.679841476003575	1.41741838643984
training	L3018	f169_X_m16	-0.4758682444237	-0.501392041680053	-0.0689491388004192
training	L3019	f170_X_m16	-0.141595986432984	-0.784947615025128	2.09022015023844
training	L3020	f171_X_m16	0.928075239137233	-1.36996145692868	0.476914302441593
training	L3021	f172_X_m16	0.192676271557695	-1.36020762143382	0.72126340980072
training	L3022	f173_X_m16	0.526948529548416	-0.654690393945705	1.45459727436698
training	L3023	f174_X_m16	1.12863859393164	-1.12336628364267	1.09871150322648
training	L3024	f175_X_m16	0.393239626352106	-0.305901306987966	2.85493041733275
training	L3025	f176_X_m16	-0.4758682444237	-1.74707304438514	-0.850207234625318
training	L3026	f177_X_m16	0.192676271557695	-0.497927004120383	0.726779352710933
training	L3027	f178_X_m16	1.12863859393164	0.530322891714755	2.41107610211811
training	L3028	f179_X_m16	0.0589673683614264	-0.202965681852598	1.73691326149752
training	L3029	f180_X_m16	0.393239626352106	0.118849681502705	2.47139329601911
training	L3030	f181_X_m16	0.593802981146553	0.18165348727194	2.58128234048962
training	L3031	f182_X_m16	0.0589673683614264	-1.37154959885476	1.37235958006962
training	L3032	f183_X_m16	0.460094077950279	-1.36073689167199	0.98982535746691
training	L3033	f184_X_m16	0.66065743274469	-0.936791430893345	3.26941412744121
training	L3034	f185_X_m16	0.0589673683614264	-1.23078244799277	0.0360686833597552
training	L3035	f186_X_m16	0.0589673683614264	-1.20825970385485	0.257351120367192
training	L3036	f187_X_m16	0.259530723155832	-0.691210040379814	1.47895338591844
